id,name,Fee,Churn realizado,Coordenador,Account,GT,Data Atualização dos Dados,Meta de MQL,Entregas prazo,Entregas qualidade,Relacionamento,Flag calculada,Health Médio,Resultados,Objetivo Smart,KR 1,Realizado KR1,Pacing KR1,KR 2,Realizado KR2,Pacing KR2,KR 3,Realizado KR3,Pacing KR3,Qual Critério de MQL?,Qual Critério de SQL?,Replanejamentos Q3,Auditado,Nota MQL/Demanda,Justificativa MQL/Demanda,Nota Atrasos,Justificativa Atrasos,Nota Qualidade,Justificativa Qualidade,Nota Relacionamento,Justificativa Relacionamento,Nota Resultado,Justificativa Resultado,Flag média,Pontuação ponderada,Resumo Histórico (4 semanas),Customer Care Status,Tem Loop Aberto,Link do Loop (doc),Start Plano,Link projeto Ekyte,Deadline Plano,Auditado pelo Gerente,Step,Total Media Plan,Verba Investida,Meta Media Plan,Google Media Plan,Saldo em Conta Meta,Saldo em Conta Google,LT ,Data de início do contrato,Data de vencimento do contrato,Last CSAT Matriz (m/ano),CSAT atendimento,CSAT campanhas,CSAT Copy,CSAT Design,CSAT prazo,CSAT resultados,MHS,NPS,ARR,Tier,Cidade,Modalidade de Vendas,Segment,Link CAC Mapeado,Link do Growthpack,Link PIC,Link Contrato
132292,PARISENTI," R$  6.600,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,30/07/2026,FALSE,TRUE,FALSE,TRUE,⚫ CRITICAL,8,0,,,,,,,,,,,"Perguntas do MQL (Leads qualificados do Marketing) | Insumos/Nutrição 

Insumos: 
1. Qual Cidade de onde vem?
2. Quais produtos? 
3. Para quando você precisa? 

*Compra e Venda de Bovinos:* 

_Pergunta inicial para definir o fluxo:_ 

0. Você pretende comprar ou vender? 

*Compra de animais: (Parisenti Comprando)*
1. Qual Cidade de onde vem?
2. Qual o perfil do Animal
3. Quantidade
4. Enviar foto ou vídeo

*Venda de animais: (Parisenti vendendo)*
1. Qual Cidade de onde vem?
2. Qual o perfil do Animal
3. Quantidade",,q3_replanejamento_estratégico,Sim,3,"Há base relevante no CRM (930 leads, sendo 823 bovinos e 107 nutrição) e critérios de qualificação bem discutidos, mas a demanda ainda depende de registro mais rigoroso e segmentação por logística/objeções.",1,"Ekyte validado no workspace 132292: projeto Kommo CRM com 1 tarefa planejada ativa atrasada e Playbook Parisenti com 2 tarefas planejadas atrasadas; há próximos passos de logística, conteúdo e portais ainda pendentes.",3,"Boa qualidade estratégica: reunião mapeou raio logístico, barreiras fiscais, objeções, CRM, conteúdo presencial e mídia programática; pontos críticos são inconsistências técnicas e disciplina de registro comercial.",3,"Relacionamento colaborativo: Marcelo e equipe participaram, validaram diagnóstico, conteúdo e expansão de canais; não houve conflito relevante no encontro.",2,"Resultado ainda pouco comprovado: a linha não traz KR/faturamento realizado e a reunião focou mais em estruturação de vendas, branding e qualificação do que em resultado financeiro fechado.",🔴 VERMELHO,63,"1 avaliação válida (30/07). Notas M/A/Q/Rel/Res: 3/1/3/3/2. Boa evolução estratégica em CRM, logística, objeções e branding, mas atrasos Ekyte e falta de resultado financeiro comprovado mantêm risco. Tendência: indeterminada | 🔴 VERMELHO histórico por atraso crítico | confiança baixa; histórico insuficiente.",Saudável,Não,,,,,,V1,"R$ 3.000,00","R$ 996,44","R$ 1.000,00","R$ 1.000,00",,,5,23/02/2026,27/08/2026,02/07/2026,,,,,,,,,,,Erval D'Oeste /SC,Inside Sales,Agronegócio,,Parisenti | GrowthPack,,https://app.pipefy.com/open-cards/1301415915
89555,CAMPINAS SHOPPING DECORAÇÕES," R$  5.750,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,29/07/2026,FALSE,TRUE,TRUE,TRUE,🟡 CARE,23,10,"R$ 300,00 mil de faturamento mensal","R$ 200,00",,,,0,,,0,,"Qual é o tipo do movel ?
→Sofá e poltronas
→ Mesas e Cadeiras
→Artigos de dormitório
  
Até qual valor você está buscando mvestir no
seu novo móvel?
→ Acima de R$ 6.000,00 reais
→ Até R$ 4.000,00 reais
→ Menos de R$ 2.000,00 reais

Em quanto tempo pretende comprar?

→ Em até 30 dias
→ Em até 3 meses
→ Apenas pesquisando
",,replanejamento_csm_decor_q3_v7.html,Sim,2,"Há foco em leads qualificados de ticket alto e meta trimestral de R$900 mil, mas o volume/registro ainda é incerto; vendas atuais estimadas em R$218 mil precisam de revisão na planilha.",1,"Ekyte validado no workspace 89555/projeto 314191 com 2 tarefas planejadas ativas atrasadas; além disso, há urgência de transição, revisão contratual, reunião de alinhamento e atualização de vendas.",2,"A estratégia ficou mais clara (autoridade, vídeos de conversão, curva A e 70/30 funil), mas persistem gaps de CRM, registro de origem das vendas e comunicação digital pouco assertiva.",1,"Relacionamento crítico: a liderança confirmou encerramento da parceria e já fechou com nova agência; a reunião manteve tom profissional, mas sem abertura real de reversão no momento.",2,"Resultado abaixo do necessário: há estimativa de R$218 mil e necessidade de apuração venda a venda, distante da meta trimestral de R$900 mil; foco final é maximizar conversão até o encerramento.",🔴 VERMELHO,42,,Tratativa,Sim,Gestão de Alerta (Loop) - CSM,13/07/2026,https://app.ekyte.com/#/projects/314191/edit,31/07/2026,,V2,"R$ 15.000,00","R$ 17.491,80","R$ 3.500,00","R$ 3.500,00",,,18,30/01/2025,,10/07/2026,,,,,,,,,"R$ 3.600.000,00",SMALL,Campinas/SP,Inside Sales,Móveis,,CSM | GrowthPack V26 (Inside Sales),,https://app.pipefy.com/open-cards/1069939616
134466,FAZENDA SAN FRANCISCO," R$  6.309,51 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,21/07/2026,FALSE,FALSE,TRUE,TRUE,⚫ CRITICAL,8,0,,,,,,,,,,,,,Checkin_Replanejamento_Q3_Fazenda_San_Francisco_2026_ATUALIZADO.html,Sim,2,"Demanda/MQL ainda pouco mensurável: a reunião não trouxe números de leads qualificados ou conversões; o foco foi criar cultura de registro, centralizar origens e organizar o funil para que a demanda possa ser lida com consistência.",3,"Ekyte localizou o workspace 134466 e o projeto [Q3] PLANO DE AÇÃO| FAZENDA SAN FRANCISCO sem tarefas planejadas vencidas; há 4 tarefas não planejadas e vários combinados, mas com responsáveis e próximos marcos definidos.",2,"Qualidade operacional em fase crítica de estruturação: há múltiplos canais, registros incompletos, dificuldade de adoção do ESC/Ask Suite, dúvidas sobre importação de contatos e erro grave da automação Sofia informando disponibilidade inexistente.",3,"Relacionamento colaborativo: Rafael, Carolina e Eliúde participaram ativamente, aceitaram treinamentos práticos, alinharam grupo de WhatsApp, agenda com Rafael e plano de treinamento geral, sem atrito relevante com a V4.",1,"Resultado ainda sem comprovação: a própria ata adia a análise numérica e prioriza estruturação de processo; a planilha também mostra score operacional crítico, sem metas comerciais preenchidas e sem evidência de avanço de receita/MQL no período.",🔴 VERMELHO,59,,Antecipação,Sim,Gestão de Alerta (Loop) - Fazenda San Francisco,20/07/2026,https://app.ekyte.com/#/projects/315892/edit,31/07/2026,,V1,,,"R$ 3.500,00","R$ 3.500,00",,,2,13/05/2026,13/10/2026,,,,,,,,,,"R$ 6.876.000,00",MEDIUM,Miranda/MS,Inside Sales,Turismo e hospitalidade,,Fazenda San Francisco | GrowthPack V26,,https://app.pipefy.com/open-cards/1349027981
128734,MADEIRA DE DEMOLIÇÃO," R$  4.250,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,29/07/2026,FALSE,TRUE,TRUE,TRUE,🔴 DANGER,16,3,"R$ 380,00 mil de faturamento mensal",,,,,0,,,0,,,,Não Precisa ser feito,Sim,3,"Demanda mais consistente: a ata registra campanhas ativas, criativos aprovados, melhora em leads fora da região após segmentações de DDD e faturamento de R$ 201.131 até 26/07. Ainda há falhas de SKU/origem e categoria de sofás sem tração plena.",2,"A reunião mostra atrasos e lentidão operacional: submissão de criativos perto do dia 29, necessidade de antecipar briefings para 22/23, falhas no Como e várias correções pendentes. No Ekyte, o ID 128734 aparece como Nobre Sul, então a evidência de tarefas foi tratada como divergente.",2,"Qualidade ainda em ajuste: dados do Como não estão totalmente fidedignos, há campos em branco de origem/SKU, campanha de sofás com leitura conflitante de leads e erro em mensagens/hashtags/imagens dos produtos; a equipe definiu correções e formulário de qualificação.",3,"Relacionamento colaborativo: Ary, Adriana e ADM Curitiba trouxeram dados, validaram caminhos de organização semanal, discutiram limitações com transparência e aprovaram teste de qualificação, apesar da cobrança por mais velocidade.",3,"Resultado com sinal positivo, mas ainda sob validação: a ata cita R$ 201.131 até 26/07, R$ 70 mil entre 24 e 26 e impacto do grupo VIP, porém a meta mensal é R$ 380 mil e a confiabilidade do CRM ainda limita a atribuição e análise por canal.",🟡 AMARELO,69,"2 avaliações válidas (24/07, 29/07). Notas M/A/Q/Rel/Res: 2/2/2/3/2 -> 3/2/2/3/3. Demanda e resultado melhoram com faturamento e segmentação mais clara, mas atrasos e qualidade seguem pressionados por criativos, Como, SKU/origem e campanha de sofás. Tendência: melhorando com pontos de atenção | 🟡 AMARELO histórico | confiança média.",Antecipação,Fazer,,,,,,V2,"R$ 5.000,00",,"R$ 2.500,00","R$ 2.500,00",,,6,23/01/2026,23/12/2026,,,,,,,,,,"R$ 7.200.000,00",MEDIUM,Curitiba/PR,Inside Sales,Móveis,,Madeira de Demolição | Growth Pack,,https://app.pipefy.com/open-cards/1286693394
142378,MOTO CHEFE," R$  5.017,53 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,28/07/2026,FALSE,FALSE,TRUE,TRUE,⚫ CRITICAL,8,0,,,,,,,,,,,,,Não Precisa ser feito,,3,"Demanda em estruturação: há campanhas Meta com boa aceitação e custo atrativo, Google Ads recém-iniciado e foco nos produtos líderes X12, Jet e JetMax; ainda falta mensuração confiável de MQL/vendas porque o CRM Como não está plenamente integrado.",2,"Ekyte mostra workspace 142378 com projetos ativos de CRM sem tarefas planejadas vencidas, mas a ata registra atraso técnico na implementação do Como, dependência de reunião com a matriz para landing pages/domínios e vários próximos passos com prazo curto.",2,"Qualidade operacional ainda em ajuste: ChatGuru gerou instabilidade e frustração por meses, o Como precisa substituir essa operação, há restrição da matriz sobre landing pages e os testes de criativos/Google ainda estão em fase inicial de aprendizado e validação.",3,"Relacionamento forte: Everton participou ativamente, cobrou com transparência, reconheceu suporte do time, aceitou a centralização por gestores e manteve abertura para reunião com matriz, feedback de palavras-chave e formalização dos próximos passos.",1,"Resultado ainda não comprovado: a reunião fala em compromisso de números e metas, mas depende do envio de dados financeiros de junho/julho e da integração do CRM para medir vendas atribuídas à V4; a linha segue sem resultado registrado.",🔴 VERMELHO,58,"2 avaliações válidas (24/07, 28/07). Notas M/A/Q/Rel/Res: 2/1/2/3/1 -> 3/2/2/3/1. Demanda e atrasos mostram recuperação inicial, mas qualidade segue em estruturação e resultado permanece crítico sem vendas atribuídas/CRM fechado. Tendência: estável com recuperação inicial | 🔴 VERMELHO histórico | confiança média.",Saudável,Não,,,,,,V1,,,,,,,2,01/06/2026,,,,,,,,,,,"R$ 5.397.442,00",MEDIUM,Caraguatatuba/SP,Inside Sales,Automotivo,,Moto Chefe | Growth Pack,,https://app.pipefy.com/open-cards/1360145843
0,BRUT ROSÉ & GARDEN," R$  4.000,00 ",Sim,Willian Garghetti,Marcos Cardozo,Arthur Souza,22/05/2026,FALSE,FALSE,TRUE,FALSE,⚫ CRITICAL,5,0,,"R$ 3.000,00",,,,,,,,,,,,,,,,,,,,,,,,,,Aviso Prévio,Não,,,,,,V2,"R$ 3.000,00",,"R$ 1.500,00","R$ 1.500,00",,,6,21/01/2026,29/05/2026,,,,,,,,,,,,Porto Alegre/RS,Inside Sales,Restaurante,,Brut Rose | GrowthPack,,https://app.pipefy.com/open-cards/1360145843
122147,PALIE CONCEPT," R$  4.000,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,24/07/2026,FALSE,FALSE,TRUE,TRUE,⚫ CRITICAL,8,0,,,,,,0,,,0,,,,Q3_replanejamento_Palie,Sim,2,"Há demanda e mídia ativa, com redirecionamento para Google Ads e melhoria de segmentação, mas o check-in não comprovou meta de MQL atingida.",1,Ekyte workspace 122147 mostra 1 tarefa pausada/urgente vencida desde 31/03/2026: Criação de campanha de Forms Whatsapp | Palie.,2,"Sem refação formal registrada, mas o check-in definiu correções relevantes em narrativa criativa, segmentação e experiência do site.",3,"Cliente participou ativamente, validou a nova direção humanizada e deu voto de confiança ao time para seguir com o plano.",2,"Há faturamento registrado na linha (R$ 22.001,30), mas o encontro reforçou necessidade de gerar oxigênio financeiro e elevar ticket/qualidade do funil.",🔴 VERMELHO,53,,Tratativa,Sim,[PALIE] - Tratativa de Churn,06/07/2026,Não tem,31/07/2026,,V1,"R$ 5.200,00","R$ 4.160,84","R$ 4.750,00","R$ 2.000,00",,,33,22/10/2023,16/09/2026,,,,,,,,,,,,Curitiba/PR,Inside Sales,Beleza e bem-estar,,Palie Concept | GrowthPack V2 ,,https://app.pipefy.com/open-cards/1246986464
122148,PERFORMANCE AUDIO VISUAL," R$  2.500,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,24/07/2026,FALSE,TRUE,TRUE,FALSE,⚫ CRITICAL,10,0,,,,,,,,,,,,,Em andamento,,,,,,,,,,,,,,,Saudável,Não,,,,,,V1,"R$ 1.700,00","R$ 996,44","R$ 0,00","R$ 2.000,00",,,22,13/09/2024,23/09/2026,09/07/2026,,,,,,,,,,,Curitiba/PR,Inside Sales,Comunicação e mídia,,Performance | GrowthPack V2 ,,https://app.pipefy.com/open-cards/1246992927
122154,GIO ESTÉTICA SUZANO," R$  1.000,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,24/07/2026,FALSE,FALSE,TRUE,TRUE,⚫ CRITICAL,8,0,"R$ 80.000,00 mil de faturamento mensal",,,,,,,,,,,,Não Precisa ser feito,,,,,,,,,,,,,,,Saudável,Não,,,,,,V1,"R$ 2.000,00",,"R$ 1.000,00","R$ 0,00",,,58,19/09/2021,25/09/2026,09/07/2026,,,,,,,,,,,Suzano/SP,Inside Sales,Beleza e bem-estar,,Growth Pack | Giolaser,,https://app.pipefy.com/open-cards/1246841065
137076,CAMPANA DISTRIBUIDORA," R$  4.691,49 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,29/07/2026,FALSE,FALSE,TRUE,FALSE,⚫ CRITICAL,5,0,,,,,,,,,,,,,Não Precisa ser feito,Sim,3,"Demanda em evolução: a ata registra 66 conversas geradas, estratégia de segmentação por Rondonópolis/Cuiabá, definição de produtos Curva A e frentes de campanha 80% conversão/20% marca. Ainda falta validar vendas e qualificação por origem.",2,"Ekyte confirmou workspace 137076 e projeto ativo de CRM com 11 tarefas não planejadas, sem tarefas planejadas vencidas no resumo. A ata ainda mostra dependências operacionais relevantes: WhatsApp por vendedor, chip dedicado, acesso ao Skill Soft, relatório de vendas e aprovações pendentes.",2,"Qualidade operacional ainda em estruturação: rastreamento depende de número dedicado, acompanhamento de vendas é manual, CRM/WhatsApp seguem em transição e ainda faltam POP comercial, mapeamento de objeções, dados de estoque e padronização dos produtos anunciados.",3,"Relacionamento melhorou: Samuel/Campana participou, aceitou organizar WhatsApps, comprar chip, liberar acesso ao sistema, aprovar criativo, mapear objeções e trabalhar treinamento comercial. Há dependências internas, mas a postura foi colaborativa.",1,"Resultado ainda não comprovado: a reunião não trouxe faturamento validado de julho nem vendas atribuídas às campanhas; o próximo passo é levantar vendas desde 22/06, cruzar mensagens automáticas com registros e organizar perdas/objeções.",🔴 VERMELHO,58,"2 avaliações válidas (24/07, 29/07). Notas M/A/Q/Rel/Res: 2/2/2/2/1 -> 3/2/2/3/1. Demanda e relacionamento melhoram com 66 conversas, segmentação por unidade e adesão de Samuel; atrasos/qualidade seguem em estruturação e resultado permanece crítico sem vendas validadas. Tendência: melhorando com resultado travado | 🔴 VERMELHO histórico em recuperação | confiança média.",Antecipação,Não,,,,,,V0,"R$ 3.000,00",,"R$ 2.000,00","R$ 1.000,00",,,3,06/04/2026,15/03/2027,,,,,,,,,,"R$ 3.600.000,00",SMALL,"Rondonopolis/MG
Cuiába/MG",PDV,Distribuidora de Bebidas,,Campana | GrowthPack  ,,https://app.pipefy.com/open-cards/1332156774
123198,TARSUS (IDEAL INDUSTRIA)," R$  6.634,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,31/07/2026,FALSE,FALSE,FALSE,TRUE,⚫ CRITICAL,3,0,"Atingir R$ 500.00,00 de faturamento mensal ",,11,,,,,,,,,,q3_replanejamento_tarsus_v05,Sim,3,"Há avanço de demanda com 94 conversões no Google Ads e trabalho de qualificação por produto/termos, mas ainda há ruído de intenção e necessidade de filtrar leads por especificações técnicas e volume.",3,"Ekyte validou workspace 123198 e projeto CRM ativo sem tarefas planejadas vencidas; a reunião definiu próximos passos claros, com cobranças periódicas a cada dois dias para evitar pendências paradas.",3,"Qualidade melhorou com análise de campanhas, negativação de termos irrelevantes, foco em produtos fabricados, ajuste de LP e plano de vídeos educativos; ainda depende de orçamento, diretoria e consistência da nova marca.",4,"Relacionamento forte: Gaaby participou ativamente, trouxe detalhes técnicos, abriu pendências e aceitou comunicação direta/privada; Raphael e Marcos deram apoio consultivo e operacional.",2,"Há sinais de melhora operacional e meta de R$ 500 mil reforçada, mas o check-in não comprova vendas novas ou faturamento atingido; resultado ainda depende da qualidade dos leads e da transição Ideal Telas para Tarsus.",🟡 AMARELO,80,"2 avaliações válidas (24/07/2026, 31/07/2026). Notas M/A/Q/Rel/Res: 2/1/2/3/1 -> 3/3/3/4/2. Atrasos, qualidade e relacionamento melhoram com otimizações de Google, termos e comunicação direta; resultado ainda sem comprovação de vendas/faturamento. Tendência: melhorando | 🟡 AMARELO histórico (recuperação inicial) | confiança média.",Transição,Não,,27/07/2026,https://app.ekyte.com/#/projects/317795/edit,31/07/2026,,,"R$ 3.000,00",,,,,,5,19/02/2026,,03/07/2026,,,,,,,,,,,,Inside Sales,,,[TARSUS] GrowthPack V26 (Inside Sales).xlsx,,
121435,VERTIQ," R$  6.100,00 ",Não,Willian Garghetti,Marcos Cardozo,Raphael Sonntag,30/07/2026,FALSE,FALSE,TRUE,FALSE,⚫ CRITICAL,5,0,3 Vendas de consórcio e 3M de carteira na renda variavel,7,0,"0,00%",,,,,,,,,q3_replanejamento_vertiq,Sim,3,"Foram analisados 1.363 leads e 215 qualificados, com avanço para critérios objetivos via Lemit e intenção financeira acima de R$ 100 mil; ainda existe cegueira de dados antes da reunião de diagnóstico.",3,"Ekyte validou workspace 101115 e projeto Q3 ativo sem tarefas planejadas vencidas; a reunião gerou próximos passos claros, embora haja dependências de CRM, envio de dados e alinhamento de consórcio.",3,"A reunião foi técnica e orientada por dados, com ajustes de funil, uso de Lemit e diagnóstico de canais; permanecem limitações de CRM/WhatsApp e baixa qualidade na frente de consórcio.",3,"Cliente participou ativamente, validou hipóteses, aceitou compartilhar dados e alinhar processo com Érica; há colaboração, mas ainda dependente de correções operacionais.",3,"Há melhora em renda variável e metas claras para R$ 6M até setembro, porém consórcio segue com baixa conversão e não houve evidência de venda/resultado fechado neste check-in.",🟡 AMARELO,80,"2 avaliações válidas (24/07/2026, 30/07/2026). Notas M/A/Q/Rel/Res: 2/2/2/2/1 -> 3/3/3/3/3. Melhorou em demanda, atraso, qualidade, relacionamento e resultado, mas consórcio e prova de receita seguem frágeis. Tendência: melhorando | 🟡 AMARELO histórico (recuperação inicial) | confiança média.",Antecipação,Fazer,,27/07/2026,https://app.ekyte.com/#/projects/317795/edit,31/07/2026,,,"R$ 3.000,00",,,,,,14,26/05/2025,,,,,,,,,,,,,,Inside Sales,,,[VERTIQ] GrowthPack V26 (Inside Sales).xlsx,,https://app.pipefy.com/open-cards/1301401676
108691,EXP BRASIL ARQUITETOS," R$  3.366,00 ",Não,Willian Garghetti,Leonardo Raulino,Lucas Marçal,24/07/2026,TRUE,TRUE,TRUE,TRUE,🟡 CARE,25,5,"R$ 75.000,00 / Mês",20,19,"95,00%",80,126,"157,50%",3,1,"33,33%","Qual o perfil da sua empresa?  
→ Incorporadora / Construtora
→ Escritório Arquitetura/Engenharia
→ Prestador de Serviço
→ Pessoa Física
→ Outros

Qual o porte médio dos seus empreendimentos?  
→ Abaixo de 2.000 m²
→ De 2.000 m² a 5.000m²
→ De 5.000 m² a 10.000 m²
→ Acima de 10.000 m²",Solicitou Proposta,https://docs.google.com/presentation/d/1-k7Suro-wEmc7twsKGzDEDgSH3-r7NGNHcTatn1ZXeE/,Sim,4,"Demanda em melhora clara: a ata registra 1.768 cliques, CPL de R$15 em formulários do Instagram contra R$40 no WhatsApp e maior volume de leads qualificados; ainda há necessidade de filtros negativos para excluir eletricistas, pintores e autônomos fora do ICP.",3,"Ekyte já havia localizado o workspace 108691/projeto EXP Brasil - Playbook Q3/25 sem tarefas planejadas vencidas; a ata traz pendências operacionais, mas com responsáveis claros: funil de 3 meses, ajustes de anúncios, LinkedIn, orçamento, calculadora e imagens do site.",3,"Qualidade evoluiu: Victor elogiou os materiais e conteúdos do Instagram, e a estratégia agora usa dados de CPL, filtros, geografia e ciclo B2B; permanecem ajustes de segmentação, site/portfólio e adaptação de conteúdo técnico para LinkedIn.",3,"Relacionamento saudável e colaborativo: Victor abriu as reuniões comerciais para Leonardo, concordou com a revisão do funil e orçamento, aprovou testes de calculadora e alinhou próximos passos sem atrito relevante.",3,"Há avanço de resultado com contrato fechado em São Paulo, novos leads/propostas relevantes e conversão anual de 28% em valor/32% em propostas; ainda falta comprovar a meta mensal de R$75k/R$85k no ciclo revisado de 3 meses.",🟡 AMARELO,85,"1 avaliação válida (24/07/2026). Notas M/A/Q/Rel/Res: 4/3/3/3/3. Demanda forte via formulários, bom alinhamento comercial e materiais elogiados; seguem ajustes de filtro, LinkedIn, site e comprovação da meta mensal. Tendência: indeterminada | 🟡 AMARELO histórico | confiança baixa; histórico insuficiente.",Saudável,Não,,,,,,V1,"R$ 2.500,00","R$ 2.212,32","R$ 2.500,00","R$ 0,00","R$ 92,11",,12,22/07/2025,,03/07/2026,,,,,,,,,,,Ceará,Inside Sales,Construção civil,,EXP Brasil | GrowthPack V26 (Inside Sales),,https://app.pipefy.com/open-cards/1139822696
122830,OPORTUNIDADES IMÓVEIS," R$  3.297,00 ",Não,Willian Garghetti,Leonardo Raulino,Lucas Marçal,31/07/2026,FALSE,TRUE,TRUE,TRUE,⚫ CRITICAL,13,0,"R$ 75.000,00 / Mês",100,0,"0,00%",35,0,"0,00%",29,0,"0,00%","Tipo de Imóvel?
→ Casa
→ Apartamento
→ Terreno
→ Outros

Valor Ideal de Imóvel?
→ ⁠⁠Até R$ 500 mil
→ R$ 500 mil a R$ 700 mil
→ R$ 700 mil a R$ 1 milhão
→ R$ 1 milhão a R$ 1.5 milhões
→ Acima de R$ 2 milhões

Quando você pretende investir?
→ Em até 30 dias
→ Entre 1 a 3 meses
→ Em até 1 ano
→ Estou apenas pesquisando

Faixa de Renda Familiar?
→ Até R$ 5 mil
→ Entre R$ 5 mil e R$ 10 mil
→ Entre R$ 10 mil e R$ 20 mil
→ Acima de R$ 20 mil",Visita Agendada,Oportunidades Imóveis | Check-in Quarter - Kloh & Co,Sim,2,"Demanda ainda sem comprovação suficiente: foram definidos critérios de MQL, meta de 292 a 300 leads e conversões atuais de 30% na Meta e 4% no Google, mas a ata aponta queda no volume, aumento de custo e ausência de dados de MQL/funil para validar qualidade e escala.",3,"Ekyte localizou o workspace 122830 com projeto ativo de transição sem tarefas planejadas vencidas; a ata traz várias pendências de acesso, imóveis, arquivos e dados históricos, mas com responsáveis e rotina semanal definida.",2,"Qualidade em estruturação: houve avanço na integração do CRM e definição de MQL/SQL, mas ainda há estagnação de criativos, pouca variedade de imóveis, orçamento limitado de cerca de R$33/dia, problemas de acesso ao Meta e necessidade de organizar reputação no Google.",3,"Relacionamento saudável e colaborativo: a Oportunidades apresentou novo gestor, aceitou reuniões semanais, validou o trabalho em conjunto com a V4 e manteve abertura para ajustes de CRM, criativos, imóveis e engajamento interno.",1,"Resultado ainda não comprovado: a linha do cockpit está com metas realizadas zeradas e a ata prioriza estruturar CRM, dados internos, funil e ativos antes de confirmar vendas/comissionamento; a meta de R$100 mil é uma projeção trimestral, não um resultado atingido.",🔴 VERMELHO,59,"1 avaliação válida (31/07). Notas M/A/Q/Rel/Res: 2/3/2/3/1. Demanda e qualidade ainda em estruturação, atrasos e relacionamento em melhor condição, mas resultado segue crítico com metas realizadas zeradas. Encontro de 29/07 sem transcrição utilizável não foi pontuado nem entrou na tendência. Tendência: indeterminada | 🔴 VERMELHO histórico | confiança baixa.",Saudável,Não,,,,,,V1,"R$ 1.500,00","R$ 1.193,76","R$ 1.000,00","R$ 500,00","R$ 933,59","R$ 0,02",12,28/07/2025,,08/07/2026,,,,,,,,,,,Caiçaras/BH,Inside Sales,Imobiliária,,Oportunidades Imóveis | GrowthPack V26 (Inside Sales),,https://app.pipefy.com/open-cards/1176809753
131009,GM PHARM," R$  5.017,00 ",Não,Willian Garghetti,Leonardo Raulino,Lucas Marçal,27/07/2026,TRUE,FALSE,FALSE,FALSE,⚫ CRITICAL,10,3,"R$ 45.000,00 / Mês",50,"64,83","129,66%",300,"188,32","62,77%",650,765,"117,69%",,,Check-in Quarter 2 - GM Pharm,Sim,3,"Demanda existente, mas ainda em validação: a linha mostra Meta de MQL atingida e KRs de aquisição fortes, e a ata registra histórico de retorno em abril, maio e junho; porém o cliente questiona crescimento, ticket médio e necessidade de mais volume para bater metas de 45k, 50k e 55k.",2,"Ekyte localizou o workspace 131009 com projetos ativos sem tarefas planejadas vencidas, mas a conta está em projeto de loop/risco e a ata traz pendências relevantes: revisão de gráficos, materiais, orçamento, estratégia de prescritores, CRM/retenção e análise de 12 meses.",2,"Qualidade em ajuste: houve inconsistência nos gráficos/filtros de junho, landing pages novas ainda não superam as originais, necessidade de melhorar relatórios, criativos, CTAs, identidade visual, testes A/B e mensuração de retenção/LTV.",2,"Relacionamento em alerta, mas construtivo: o cliente abriu insatisfação com os primeiros meses e cobrou aumento de vendas, porém validou metas, orçamento formalizado, foco em retenção, blog/prescritores e nova reunião para amadurecer a estratégia.",2,"Resultado parcial: há faturamento registrado e indicadores de aquisição fortes na linha, mas os valores citados de abril, maio e junho ainda não sustentam a meta mensal progressiva, e a própria reunião reforça que o sucesso será medido por aumento efetivo de vendas.",🟡 AMARELO,58,"2 avaliações válidas (24/07, 27/07). Notas M/A/Q/Rel/Res: 3/1/2/2/2 -> 3/2/2/2/2. Demanda segue presente e atrasos melhoram na leitura atual, mas qualidade, relacionamento e resultado continuam em alerta por inconsistência de dados, LP/CRM/retenção e cobrança de crescimento. Tendência: estável com recuperação inicial em atrasos | 🔴 VERMELHO histórico | confiança média.",Antecipação,Sim,Gestão de Alerta (Loop) - GM Pharma,27/07/2026,https://app.ekyte.com/#/projects/317784/edit,31/07/2026,,V1,"R$ 4.600,00","R$ 5.341,05","R$ 1.000,00","R$ 3.600,00","R$ 288,47","R$ 911,56",5,10/02/2026,,07/07/2026,,,,,,,,,"R$ 3.600.000,00",MEDIUM,Curitiba/PR,Inside Sales,Saúde ,,GM Pharm | GrowthPack V26 (Inside Sales),,https://app.pipefy.com/open-cards/1246975938
